cue,numFlash,targetLoc,ISI,response,RT,accuracy,sub,SDT
0,1,5,11,1,0.00114274999941699,1,as,CR
0,1,1,35,1,0.00122679199557751,1,as,CR
1,1,4,23,1,0.00114000000030501,1,as,CR
0,2,2,35,2,0.00134470799821429,1,as,HI
0,2,2,23,2,0.0011399579962017,1,as,HI
1,2,3,23,2,0.00140066599851707,1,as,HI
0,2,2,23,2,0.00130162500136066,1,as,HI
0,1,4,11,1,0.00115595900570042,1,as,CR
1,1,1,35,1,0.00117491700075334,1,as,CR
0,2,2,35,2,0.00119575000280747,1,as,HI
0,1,5,11,2,0.00117412499821512,0,as,FA
0,1,3,35,2,0.00119037499825936,0,as,FA
1,2,4,35,2,0.00117524999950547,1,as,HI
0,2,1,23,2,0.0011739170004148,1,as,HI
1,2,1,35,2,0.00114641700201901,1,as,HI
1,1,5,23,2,0.00121724999917205,0,as,FA
0,1,4,11,1,0.0011662079996313,1,as,CR
0,1,4,35,2,0.00117954100278439,0,as,FA
1,1,4,11,2,0.0012031250007567,0,as,FA
1,1,5,35,2,0.00258091700379737,0,at,FA
0,2,3,35,2,0.00652329200238455,1,at,HI
0,2,4,35,2,0.00201058300444856,1,at,HI
0,2,5,23,1,0.00163787500059698,0,at,MI
1,1,2,11,1,0.0023153330112109,1,at,CR
0,2,2,11,1,0.00168933399254456,0,at,MI
0,2,5,11,1,0.00147229200229049,0,at,MI
0,2,6,11,1,0.0018799170065904,0,at,MI
0,1,3,23,1,0.00179704200127162,1,at,CR
0,2,1,23,1,0.00134454200451728,0,at,MI
0,2,3,23,1,0.00136445800308138,0,at,MI
0,2,1,11,1,0.00134854200587142,0,at,MI
