cue,numFlash,targetLoc,ISI,response,RT,accuracy,sub,SDT
0,2,6,11,1,0.00124537500050792,0,st,MI
1,2,3,35,2,0.00131429099928937,1,st,HI
1,1,4,23,1,0.00119174999963434,1,st,CR
1,1,3,11,2,0.00121850000050472,0,st,FA
0,2,5,23,2,0.00140075000035722,1,st,HI
1,1,1,35,1,0.00120445799984736,1,st,CR
0,2,3,11,2,0.00115120899954491,1,st,HI
0,1,6,11,2,0.00117150000005495,0,st,FA
1,1,2,11,1,0.00119520800035389,1,st,CR
1,1,5,35,2,0.0012326670002949,0,st,FA
1,1,6,35,1,0.00117770799988648,1,st,CR
1,1,6,23,2,0.00126179099970614,0,st,FA
0,1,3,23,2,0.00119041699963418,0,st,FA
0,1,3,11,2,0.00116595800045616,0,st,FA
0,2,2,11,1,0.00121979100003955,0,st,MI
0,1,2,11,1,0.00121195900010207,1,st,CR
0,1,6,35,1,0.00119900000026973,1,st,CR
1,1,1,23,1,0.00122866699985025,1,st,CR
0,1,5,23,1,0.00119112499942275,1,st,CR
1,1,5,23,1,0.00118399999973917,1,st,CR
0,1,1,35,1,0.00120087499999499,1,st,CR
