cue,numFlash,targetLoc,ISI,response,RT,accuracy,sub,SDT
0,2,4,35,1,0.00114545900032681,0,al,MI
1,2,3,11,1,0.00120062499991036,0,al,MI
1,1,2,35,1,0.00117170799967425,1,al,CR
0,1,2,23,1,0.00131150000015623,1,al,CR
1,1,3,35,1,0.00114012499943783,1,al,CR
1,1,2,11,1,0.00117812499956926,1,al,CR
1,2,6,35,1,0.00115287500011618,0,al,MI
0,1,2,23,1,0.00112475000059931,1,al,CR
1,2,5,11,1,0.00126083399936761,0,al,MI
1,2,2,35,1,0.00118670799929532,0,al,MI
1,1,2,23,1,0.00114133300030517,1,al,CR
1,2,6,11,1,0.00132612499965035,0,al,MI
0,2,3,35,1,0.00116604100003315,0,al,MI
0,1,1,35,1,0.00116108299971529,1,al,CR
0,1,2,35,1,0.00119516599988856,1,al,CR
0,2,1,11,1,0.00115170799927,0,al,MI
0,1,1,23,1,0.00135649999992893,1,al,CR
0,1,2,35,1,0.00118729200039525,1,al,CR
1,2,6,35,1,0.00146670899994206,0,al,MI
1,2,3,23,1,0.00116441599948303,0,al,MI
1,2,6,11,1,0.00123200000052748,0,al,MI
1,2,1,35,1,0.00123483300012595,0,al,MI
0,2,6,23,1,0.00121108300027117,0,al,MI
1,2,3,23,1,0.00114225000015722,0,al,MI
1,1,5,35,1,0.0011431659995651,1,al,CR
0,2,5,35,1,0.00139975000001868,0,al,MI
0,1,3,11,1,0.00115591600024345,1,al,CR
0,1,5,23,1,0.00117425000007643,1,al,CR
1,1,1,23,1,0.00113508300000831,1,al,CR
1,2,5,23,1,0.00114349999967089,0,al,MI
1,1,6,11,1,0.00115341699984128,1,al,CR
0,2,5,11,1,0.00114074999964942,0,al,MI
1,1,1,23,1,0.00114074999964942,1,al,CR
0,2,4,11,1,0.00117145800049911,0,al,MI
0,1,5,11,1,0.0011304999998174,1,al,CR
1,2,2,11,1,0.0013269159999254,0,al,MI
0,1,2,11,1,0.00113912500000879,1,al,CR
1,2,3,11,1,0.00132087499969202,0,al,MI
1,2,6,23,1,0.00132937499984109,0,al,MI
0,1,3,35,1,0.00119104100031109,1,al,CR
0,2,4,11,1,0.00114349999967089,0,al,MI
1,1,3,11,1,0.00137700000050245,1,al,CR
0,1,5,35,1,0.00115108400041208,1,al,CR
1,2,2,11,1,0.00116304200037121,0,al,MI
0,1,6,23,1,0.00131866699939565,1,al,CR
1,1,2,35,1,0.00130120800076838,1,al,CR
0,1,6,35,1,0.00120320900077786,1,al,CR
0,2,4,11,1,0.00113224999950035,0,al,MI
1,2,1,23,1,0.00113912500000879,0,al,MI
0,1,1,11,1,0.00134787499973754,1,al,CR
0,2,1,23,1,0.00117416699958994,0,al,MI
0,1,3,11,1,0.00120804099969973,1,al,CR
0,1,6,23,1,0.00113554200015642,1,al,CR
1,2,2,23,1,0.00114741600009438,0,al,MI
1,1,5,23,1,0.00116308399992704,1,al,CR
1,1,2,23,1,0.00115445800020098,1,al,CR
1,1,4,35,1,0.00129054100034409,1,al,CR
1,1,4,23,1,0.001141374999861,1,al,CR
1,1,5,35,1,0.00118245799967553,1,al,CR
1,1,1,35,1,0.00128112500078714,1,al,CR
0,2,6,35,1,0.00127816700023686,0,al,MI
0,2,3,23,1,0.00113183400026173,0,al,MI
1,2,5,35,1,0.0011692909993144,0,al,MI
0,1,3,23,1,0.00115904199992656,1,al,CR
0,1,5,23,1,0.00114300000041112,1,al,CR
1,1,5,11,1,0.00115987499975745,1,al,CR
0,1,4,35,1,0.00116041699948255,1,al,CR
1,1,4,11,1,0.00118779199965502,1,al,CR
0,1,4,23,1,0.00114954200034845,1,al,CR
1,2,1,23,1,0.00114304199996695,0,al,MI
1,2,3,35,1,0.00118995800039556,0,al,MI
1,1,6,23,1,0.00124750000031781,1,al,CR
1,1,6,35,1,0.0011972499996773,1,al,CR
1,2,6,35,1,0.00129129200013267,0,al,MI
0,2,5,23,1,0.00123433299995668,0,al,MI
0,2,1,35,1,0.00142229199991561,0,al,MI
1,2,2,35,1,0.00116237500060379,0,al,MI
1,1,3,35,1,0.00113274999966961,1,al,CR
0,1,3,23,1,0.0011566249995667,1,al,CR
1,1,1,11,1,0.00126304199966398,1,al,CR
1,2,5,11,1,0.00117379099992831,0,al,MI
0,1,4,35,1,0.00118145899978117,1,al,CR
1,2,5,11,1,0.00119691700001567,0,al,MI
1,2,4,11,1,0.00142937500004336,0,al,MI
0,1,6,35,1,0.00125345800006471,1,al,CR
0,2,3,11,1,0.00117691700052092,0,al,MI
0,2,3,11,1,0.00135549999959039,0,al,MI
1,2,4,35,1,0.00131824999971286,0,al,MI
0,1,4,23,1,0.00116699999944103,1,al,CR
1,2,2,23,1,0.00119966700003715,0,al,MI
1,2,4,35,1,0.0012016250002489,0,al,MI
0,2,6,11,1,0.00116087500009598,0,al,MI
0,1,3,11,1,0.00112458300009166,1,al,CR
1,2,6,11,1,0.00135266699999192,0,al,MI
1,2,4,23,1,0.00116150000030757,0,al,MI
1,1,3,23,1,0.00116391600022325,1,al,CR
0,1,2,23,1,0.00118462499995076,1,al,CR
1,2,1,35,1,0.00116262499977893,0,al,MI
1,1,4,35,1,0.00131425000017771,1,al,CR
0,2,6,23,1,0.00121445799959474,0,al,MI
0,2,5,35,1,0.00117108299946267,0,al,MI
0,2,6,35,1,0.00114608300009422,0,al,MI
1,1,6,23,1,0.0011860410004374,1,al,CR
0,2,4,23,1,0.00118791600016266,0,al,MI
0,2,1,35,1,0.00117895799940015,0,al,MI
0,2,3,11,1,0.00114920899977733,0,al,MI
1,1,6,11,1,0.0011860409995279,1,al,CR
1,1,2,23,1,0.00114370800019969,1,al,CR
1,1,1,11,1,0.00132299999950192,1,al,CR
1,1,1,11,1,0.00129758300045069,1,al,CR
1,2,4,11,1,0.00127154200072255,0,al,MI
0,2,5,11,1,0.00131791700005124,0,al,MI
1,1,5,11,1,0.00116870900001231,1,al,CR
0,2,6,11,1,0.00114687500081345,0,al,MI
0,2,3,35,1,0.0013285420000102,0,al,MI
1,1,1,35,1,0.00126224999985425,1,al,CR
1,1,1,23,1,0.00120883299950947,1,al,CR
1,2,3,11,1,0.00117329200020322,0,al,MI
0,1,6,11,1,0.00118374999965454,1,al,CR
1,1,5,23,1,0.00113158299973293,1,al,CR
0,1,5,35,1,0.00115308299973549,1,al,CR
0,2,3,23,1,0.00114487500013638,0,al,MI
1,1,3,11,1,0.00122079100037809,1,al,CR
1,1,6,11,1,0.00115083299988328,1,al,CR
1,1,4,35,1,0.00117087499984336,1,al,CR
0,2,2,11,1,0.00112970899954234,0,al,MI
1,1,3,35,1,0.00121666599989112,1,al,CR
0,1,6,23,1,0.00113379199956398,1,al,CR
0,2,1,11,1,0.00124658300046576,0,al,MI
0,2,4,35,1,0.00121074999970006,0,al,MI
1,2,1,23,1,0.001277124999433,0,al,MI
1,1,3,23,1,0.00117229199986468,1,al,CR
1,2,2,11,1,0.00113558300017758,0,al,MI
0,1,5,35,1,0.00112862500009214,1,al,CR
1,2,2,23,1,0.00128929100083042,0,al,MI
0,1,1,11,1,0.00112679099947854,1,al,CR
0,1,1,11,1,0.00114241600022069,1,al,CR
1,1,6,23,1,0.00118575000033161,1,al,CR
1,2,1,11,1,0.00114858300003107,0,al,MI
0,2,4,23,1,0.00141045799955464,0,al,MI
0,2,6,35,1,0.00114745799965021,0,al,MI
1,1,3,23,1,0.00131308300024102,1,al,CR
0,1,4,11,1,0.00118570799986628,1,al,CR
1,2,6,23,1,0.00137187499967695,0,al,MI
1,2,6,23,1,0.00114129200028401,0,al,MI
0,2,2,23,1,0.00114787500024249,0,al,MI
1,2,5,35,1,0.00116658299975825,0,al,MI
1,1,6,35,1,0.00113320800028305,1,al,CR
1,2,4,23,1,0.0013125420000506,0,al,MI
1,2,3,35,1,0.0011457500004326,0,al,MI
1,2,4,23,1,0.0012509999996837,0,al,MI
0,1,5,23,1,0.0011882090002473,1,al,CR
0,1,3,35,1,0.00121745900014503,1,al,CR
0,1,1,23,1,0.0014549999996234,1,al,CR
1,2,2,35,1,0.00120891599999595,0,al,MI
1,1,2,35,1,0.00129995899987989,1,al,CR
0,1,2,11,1,0.00113879099990299,1,al,CR
0,1,6,35,1,0.00115387499954522,1,al,CR
0,1,5,11,1,0.00117766699986532,1,al,CR
0,1,1,35,1,0.00156470899946726,1,al,CR
1,1,4,23,1,0.0011212079998586,1,al,CR
0,2,2,35,1,0.00112300000000687,0,al,MI
0,2,2,23,1,0.00114433399994596,0,al,MI
1,2,3,23,1,0.00112616699971113,0,al,MI
0,2,2,23,1,0.0012747920000038,0,al,MI
0,1,4,11,1,0.00119370799984608,1,al,CR
1,1,1,35,1,0.00120516700008011,1,al,CR
0,2,2,35,1,0.00119041699963418,0,al,MI
0,1,5,11,1,0.00119954199999484,1,al,CR
0,1,3,35,1,0.00140595899938489,1,al,CR
1,2,4,35,1,0.00132958300036989,0,al,MI
0,2,1,23,1,0.0011800830006905,0,al,MI
1,2,1,35,1,0.00120966599934036,0,al,MI
1,1,5,23,1,0.00112100000023929,1,al,CR
0,1,4,11,1,0.00121879200014519,1,al,CR
0,1,4,35,1,0.00113345899990236,1,al,CR
1,1,4,11,1,0.00122587500027294,1,al,CR
0,1,3,23,1,0.00419824999971752,1,dr,CR
1,1,4,11,1,0.00225670800045918,1,dr,CR
0,2,6,23,2,0.00200020800002676,1,dr,HI
0,2,2,35,2,0.00144141700002365,1,dr,HI
1,2,5,23,2,0.00124970900014887,1,dr,HI
0,1,1,11,2,0.00160220799989474,0,dr,FA
1,1,1,35,2,0.00144762499985518,0,dr,FA
0,2,2,35,2,0.00120666700058791,1,dr,HI
1,2,1,23,1,0.00143754200053081,0,dr,MI
0,1,6,35,1,0.00122949999968114,1,dr,CR
0,1,1,11,1,0.00120266699923377,1,dr,CR
1,2,3,35,1,0.0011806250004156,0,dr,MI
1,1,4,23,2,0.00123379100023158,0,dr,FA
1,1,3,23,1,0.00130641699979606,1,dr,CR
1,1,2,23,1,0.00119408399950771,1,dr,CR
0,2,4,35,1,0.0011778329999288,0,dr,MI
1,1,2,23,1,0.00115654100045504,1,dr,CR
0,1,5,35,1,0.00119266700039589,1,dr,CR
0,1,3,11,1,0.00115083299988328,1,dr,CR
0,1,4,35,1,0.00119608400018478,1,dr,CR
0,1,6,23,2,0.00113929199960694,0,dr,FA
0,1,3,23,1,0.00118541699976049,1,dr,CR
1,2,1,35,1,0.00118341600045824,0,dr,MI
0,1,5,11,1,0.00121541699991212,1,dr,CR
0,2,3,35,1,0.00116854200041416,0,dr,MI
1,2,5,11,1,0.00118908300009934,0,dr,MI
0,1,2,23,1,0.00114129099983984,1,dr,CR
0,1,5,35,1,0.00116062500001135,1,dr,CR
0,1,2,35,1,0.00115516599998955,1,dr,CR
0,1,6,11,1,0.00111620799998491,1,dr,CR
1,1,6,23,1,0.00114037499952246,1,dr,CR
0,1,6,35,1,0.00129429200023878,1,dr,CR
1,2,6,35,1,0.00141820899989398,0,dr,MI
0,2,1,23,1,0.0011524579995239,0,dr,MI
1,1,4,23,1,0.00114104199928988,1,dr,CR
1,1,5,11,1,0.00122504199953255,1,dr,CR
1,1,1,35,1,0.00121975000001839,1,dr,CR
0,1,5,35,1,0.00130262499988021,1,dr,CR
0,2,6,23,1,0.0012853329999416,0,dr,MI
0,2,1,11,1,0.00119058399923233,0,dr,MI
1,1,1,23,2,0.00130812499992317,0,dr,FA
0,1,5,23,1,0.0011266669998804,1,dr,CR
0,1,3,35,1,0.0011716669996531,1,dr,CR
0,1,6,23,1,0.00115062500026397,1,dr,CR
0,2,5,35,1,0.00117695900007675,0,dr,MI
1,2,1,11,1,0.00145175000034214,0,dr,MI
0,1,1,35,1,0.00139516700073727,1,dr,CR
0,2,4,11,1,0.00115962499967281,0,dr,MI
0,2,1,23,1,0.00112970800000767,0,dr,MI
0,2,4,23,1,0.00119537499995204,0,dr,MI
0,1,4,23,1,0.00120479199995316,1,dr,CR
0,2,2,23,1,0.00134029099990585,0,dr,MI
1,1,6,35,1,0.00119583400010015,1,dr,CR
0,1,5,11,1,0.0013259579991427,1,dr,CR
1,2,5,23,1,0.00119879200065043,0,dr,MI
0,2,6,35,1,0.00140083400037838,0,dr,MI
1,1,4,11,1,0.00113520800005062,1,dr,CR
0,1,1,35,1,0.00114383399977669,1,dr,CR
1,2,5,35,1,0.00121904200022982,0,dr,MI
0,2,6,11,2,0.00115804200049752,1,dr,HI
0,2,2,35,1,0.00116554099986388,0,dr,MI
0,2,6,11,1,0.0013045420000708,0,dr,MI
1,1,3,23,1,0.00129041700074595,1,dr,CR
1,1,1,35,1,0.00117320800018206,1,dr,CR
0,1,4,23,1,0.00120774999959394,1,dr,CR
0,2,5,35,1,0.00118558299982396,0,dr,MI
1,2,5,35,1,0.00119387499944423,0,dr,MI
1,1,6,35,1,0.00123866600006295,1,dr,CR
1,2,6,11,1,0.00129191700034426,0,dr,MI
1,2,2,23,1,0.00117095800032985,0,dr,MI
0,2,6,11,1,0.0011941669999942,0,dr,MI
0,1,1,23,1,0.00123458399957599,1,dr,CR
0,2,2,11,1,0.00117150000005495,0,dr,MI
1,2,1,11,1,0.00119625000024826,0,dr,MI
0,2,1,35,1,0.00113641700045264,0,dr,MI
1,2,6,11,1,0.00117200000022422,0,dr,MI
0,2,4,23,1,0.00113454199981788,0,dr,MI
1,2,2,11,1,0.00113937500009342,0,dr,MI
1,2,5,11,1,0.00113070899988088,0,dr,MI
0,2,1,23,1,0.00131429199973354,0,dr,MI
1,1,6,11,1,0.00113950000013574,1,dr,CR
1,2,2,35,1,0.00117562500054191,0,dr,MI
1,2,4,35,1,0.00118016699980217,0,dr,MI
1,2,3,23,1,0.00142324999978882,0,dr,MI
0,1,2,23,1,0.00117779199990764,1,dr,CR
0,1,5,23,1,0.00115262500003155,1,dr,CR
1,1,4,35,1,0.00117958299961174,1,dr,CR
0,2,4,23,1,0.0011504590002005,0,dr,MI
0,2,2,11,1,0.00114270900030533,0,dr,MI
1,2,6,23,1,0.00145370799964439,0,dr,MI
1,1,6,23,1,0.001174957999865,1,dr,CR
1,1,2,11,1,0.00114604200007307,1,dr,CR
0,2,5,11,1,0.00124533300004259,0,dr,MI
1,1,3,35,1,0.00114616700011538,1,dr,CR
1,1,3,11,1,0.0011499169995659,1,dr,CR
1,2,3,11,1,0.0011758339996959,0,dr,MI
0,2,5,23,1,0.0013257499995234,0,dr,MI
1,1,6,11,1,0.00118770800054335,1,dr,CR
0,1,1,23,1,0.00132133300030546,1,dr,CR
1,2,3,11,1,0.00122425000063231,0,dr,MI
0,1,3,35,1,0.00114020899945899,1,dr,CR
1,2,4,23,1,0.00134754199916642,0,dr,MI
1,2,4,35,1,0.0012517499999376,0,dr,MI
1,1,3,11,1,0.00113575000068522,1,dr,CR
1,2,3,23,1,0.0011473329996079,0,dr,MI
0,2,6,23,1,0.0012207079998916,0,dr,MI
1,2,2,35,1,0.00134187500043481,0,dr,MI
0,1,1,23,1,0.00118724999992992,1,dr,CR
0,1,4,11,1,0.00114945799941779,1,dr,CR
1,2,2,23,1,0.00115604199982045,0,dr,MI
0,1,6,35,1,0.00116650000018126,1,dr,CR
0,2,4,11,1,0.00116912500016042,0,dr,MI
1,2,6,35,2,0.00123470899961831,1,dr,HI
0,2,5,23,1,0.0013360000002649,0,dr,MI
1,2,1,11,1,0.00126220799938892,0,dr,MI
0,1,4,35,1,0.00125983300040389,1,dr,CR
1,1,5,11,2,0.00114054200003011,0,dr,FA
1,1,2,11,1,0.00120529200012243,1,dr,CR
0,2,2,11,1,0.00115629199990508,0,dr,MI
0,2,4,35,1,0.00132133399984014,0,dr,MI
0,2,3,35,1,0.00130204200013395,0,dr,MI
0,2,5,35,1,0.00119616699976177,0,dr,MI
1,2,3,35,1,0.0012132499996369,0,dr,MI
0,1,3,23,2,0.00132829199992557,0,dr,FA
0,2,5,11,1,0.00114045900045312,0,dr,MI
1,1,2,35,1,0.00120070900084102,1,dr,CR
1,2,1,35,1,0.00117891700028849,0,dr,MI
1,2,6,11,1,0.0011835000004794,0,dr,MI
1,2,2,11,1,0.00116787500064675,0,dr,MI
0,2,4,35,1,0.00120070899993152,0,dr,MI
1,1,4,11,1,0.00117654200039397,1,dr,CR
0,2,6,35,1,0.00118195800041576,0,dr,MI
1,1,6,11,1,0.00139512500027195,1,dr,CR
0,2,2,23,1,0.0011863749996337,0,dr,MI
1,2,4,23,1,0.00122649999957503,0,dr,MI
0,1,5,23,1,0.00140900000042166,1,dr,CR
1,2,2,35,1,0.00144987499970739,0,dr,MI
0,1,6,11,1,0.0014510840001094,1,dr,CR
1,1,5,35,1,0.00118216700047924,1,dr,CR
1,2,5,35,1,0.0011705829992934,0,dr,MI
1,2,6,23,1,0.00119524999990972,0,dr,MI
1,1,1,11,1,0.00114604200007307,1,dr,CR
0,1,4,11,1,0.00122075000035693,1,dr,CR
0,2,1,35,2,0.00113979100024153,1,dr,HI
1,2,5,23,2,0.00119299999914801,1,dr,HI
0,1,6,11,2,0.00117675000001327,0,dr,FA
1,1,5,11,1,0.00146899999981542,1,dr,CR
1,2,4,11,1,0.00115620799988392,0,dr,MI
0,2,2,23,1,0.00117333300022437,0,dr,MI
1,2,6,23,1,0.001143915999819,0,dr,MI
0,1,3,35,1,0.00116800000068906,1,dr,CR
1,1,4,23,1,0.00118408399976033,1,dr,CR
1,1,2,35,1,0.00115004199960822,1,dr,CR
1,1,6,23,1,0.0011802090002675,1,dr,CR
0,1,2,11,1,0.00114229100017837,1,dr,CR
0,2,1,11,1,0.00114362500062271,0,dr,MI
0,2,3,23,1,0.00120233300003747,0,dr,MI
0,2,5,23,1,0.00115570799971465,0,dr,MI
1,1,5,23,2,0.00117750000026717,0,dr,FA
0,1,4,23,1,0.00118920899967634,1,dr,CR
0,2,1,11,1,0.00114491699969221,0,dr,MI
0,1,2,11,1,0.00120154199976241,1,dr,CR
0,1,3,11,1,0.00118429200028913,1,dr,CR
0,1,2,35,1,0.00114145800034748,1,dr,CR
1,2,4,11,1,0.00143604200002301,0,dr,MI
0,1,3,11,1,0.00115720800022245,1,dr,CR
0,2,3,35,1,0.00115924999954586,0,dr,MI
0,2,3,23,1,0.00136025000028894,0,dr,MI
1,1,3,35,1,0.00125529200067831,1,dr,CR
1,1,5,23,1,0.00112891699973261,1,dr,CR
0,1,2,23,1,0.00120666699967842,1,dr,CR
0,1,2,11,1,0.00122020900016651,1,dr,CR
1,2,4,35,1,0.0011455419999038,0,dr,MI
1,1,4,35,1,0.00113962500017806,1,dr,CR
0,1,1,35,1,0.00120354099999531,1,dr,CR
1,1,4,35,1,0.00115095899946027,1,dr,CR
1,2,1,35,1,0.00126495800031989,0,dr,MI
1,1,2,23,1,0.00113966600019921,1,dr,CR
0,2,3,23,1,0.001163333000477,0,dr,MI
1,1,2,35,1,0.00129724999987957,1,dr,CR
1,1,1,11,1,0.00116858399997,1,dr,CR
0,2,3,11,1,0.00120037499982573,0,dr,MI
0,2,4,11,1,0.00116037499992672,0,dr,MI
1,2,1,23,1,0.00114666599984048,0,dr,MI
1,1,6,35,1,0.00144825000006676,1,dr,CR
0,1,5,11,1,0.00115025000013702,1,dr,CR
1,2,1,23,1,0.00120262500058743,0,dr,MI
0,1,2,35,1,0.00132545800079242,1,dr,CR
1,2,2,11,1,0.00116866700045648,0,dr,MI
1,2,4,11,1,0.00114099999973405,0,dr,MI
1,1,5,35,1,0.00113954199969157,1,dr,CR
1,1,5,23,1,0.00116958299986436,1,dr,CR
0,2,3,11,1,0.00116354200054047,0,dr,MI
0,1,6,23,2,0.00121074999970006,0,dr,FA
1,1,5,35,1,0.00119554199955019,1,dr,CR
0,2,3,11,1,0.00113687500015658,0,dr,MI
0,2,5,11,1,0.00118337500043708,0,dr,MI
1,1,2,11,1,0.00133916699996917,1,dr,CR
0,2,6,35,1,0.00116375000015978,0,dr,MI
0,1,4,35,1,0.00118050000037329,1,dr,CR
1,1,1,23,1,0.00143154199940909,1,dr,CR
0,1,1,11,1,0.00132637499973498,1,dr,CR
1,1,3,35,1,0.00133366600039153,1,dr,CR
1,2,2,23,1,0.00117333300022437,0,dr,MI
1,2,3,35,1,0.00122004200056836,0,dr,MI
1,2,3,11,1,0.00113191699983872,0,dr,MI
0,2,1,35,1,0.00118387500060635,0,dr,MI
1,2,6,35,1,0.0013318330002221,0,dr,MI
0,1,4,11,1,0.00112645799981692,1,dr,CR
1,1,3,23,1,0.00129104200004804,1,dr,CR
1,2,3,23,1,0.00116254099975777,0,dr,MI
1,1,1,23,1,0.00115804200049752,1,dr,CR
1,1,1,11,1,0.0011279589998594,1,dr,CR
1,2,4,23,1,0.00135687500005588,0,dr,MI
1,1,3,11,1,0.0011540409996087,1,dr,CR
1,2,5,11,1,0.00116675000026589,0,dr,MI
1,1,5,35,2,0.00206995799999277,0,ie,FA
0,2,3,35,2,0.0046469170000023,1,ie,HI
0,2,4,35,2,0.00146850000004406,1,ie,HI
0,2,5,23,1,0.00128458300002876,0,ie,MI
1,1,2,11,2,0.00250329099998226,0,ie,FA
0,2,2,11,1,0.00157187500002465,0,ie,MI
0,2,5,11,1,0.00124929199995449,0,ie,MI
0,2,6,11,1,0.00134512500000028,0,ie,MI
0,1,3,23,1,0.00149845800001458,1,ie,CR
0,2,1,23,2,0.00150349999995569,1,ie,HI
0,2,3,23,2,0.0014532499999973,1,ie,HI
0,2,1,11,1,0.00123487500002284,0,ie,MI
0,1,1,23,2,0.0010971660000223,0,ie,FA
1,1,4,23,2,0.00122737499998493,0,ie,FA
1,1,4,11,1,0.0041839170000344,1,ie,CR
1,1,2,11,1,0.00111120899998696,1,ie,CR
1,2,1,11,2,0.00116762499999368,1,ie,HI
0,2,1,35,2,0.00116020900003377,1,ie,HI
0,2,6,23,1,0.00132545799999662,0,ie,MI
0,1,2,35,2,0.00128445900003271,0,ie,FA
1,1,5,11,2,0.00135920799999667,0,ie,FA
0,1,6,11,2,0.00130595800004585,0,ie,FA
1,2,1,11,2,0.00132987500001036,1,ie,HI
0,1,2,11,2,0.0012815000000046,0,ie,FA
0,1,1,35,2,0.00125529199999619,0,ie,FA
0,2,2,35,1,0.00113829200000737,0,ie,MI
0,2,2,11,2,0.00130937500000528,1,ie,HI
1,2,4,11,2,0.00110875000001442,1,ie,HI
1,2,5,23,2,0.00129566700002215,1,ie,HI
0,1,6,11,1,0.00129887499997494,1,ie,CR
1,2,5,23,2,0.00110449999999673,1,ie,HI
1,2,3,35,2,0.00129537499998378,1,ie,HI
1,2,5,35,2,0.00128737500000398,1,ie,HI
1,1,3,11,2,0.00114966699999286,0,ie,FA
0,1,4,23,1,0.00132625000003372,1,ie,CR
0,2,4,23,2,0.00115570799999887,1,ie,HI
1,1,6,35,2,0.00127812499999891,0,ie,FA
0,2,5,35,2,0.00117587500000127,1,ie,HI
0,2,5,23,1,0.00115116699998907,0,ie,MI
0,2,4,35,1,0.00126675000001342,0,ie,MI
1,2,3,11,1,0.00127737499997238,0,ie,MI
1,1,2,35,2,0.00122012500003166,0,ie,FA
0,1,2,23,1,0.00119487500001014,1,ie,CR
1,1,3,35,2,0.00112845899991498,0,ie,FA
1,1,2,11,1,0.00110645899997053,1,ie,CR
1,2,6,35,1,0.00110270800007584,0,ie,MI
0,1,2,23,2,0.00114841700008128,0,ie,FA
1,2,5,11,1,0.00132758300003388,0,ie,MI
1,2,2,35,2,0.00126554200005558,1,ie,HI
1,1,2,23,2,0.00114329200005159,0,ie,FA
1,2,6,11,2,0.00116208300005383,1,ie,HI
0,2,3,35,1,0.00112187500008076,0,ie,MI
0,1,1,35,1,0.00122675000000072,1,ie,CR
0,1,2,35,2,0.00118574999999055,0,ie,FA
0,2,1,11,1,0.00113737499998479,0,ie,MI
0,1,1,23,2,0.00119058400002814,0,ie,FA
0,1,2,35,2,0.00116420799997741,0,ie,FA
1,2,6,35,1,0.00109187499992913,0,ie,MI
1,2,3,23,1,0.00115258300002097,0,ie,MI
1,2,6,11,1,0.00111504200003765,0,ie,MI
1,2,1,35,2,0.00112358399996992,1,ie,HI
0,2,6,23,1,0.00116795799999636,0,ie,MI
1,2,3,23,2,0.00128712499997619,1,ie,HI
1,1,5,35,1,0.00111345799996343,1,ie,CR
0,2,5,35,2,0.00117712500002654,1,ie,HI
0,1,3,11,1,0.00115508299995781,1,ie,CR
0,1,5,23,2,0.00110787500000242,0,ie,FA
1,1,1,23,1,0.00113087499994435,1,ie,CR
1,2,5,23,1,0.00127491700004612,0,ie,MI
1,1,6,11,1,0.00115362500002902,1,ie,CR
0,2,5,11,1,0.0012510830000565,0,ie,MI
1,1,1,23,2,0.00118879199999355,0,ie,FA
0,2,4,11,1,0.00111612499995317,0,ie,MI
0,1,5,11,2,0.0011608749999823,0,ie,FA
1,2,2,11,1,0.00121383399994102,0,ie,MI
0,1,2,11,2,0.00112904100001288,0,ie,FA
1,2,3,11,2,0.00111749999996391,1,ie,HI
1,2,6,23,1,0.00110562500003653,0,ie,MI
0,1,3,35,1,0.00112645800004429,1,ie,CR
0,2,4,11,1,0.00113949999990837,0,ie,MI
1,1,3,11,2,0.00128733299993655,0,ie,FA
0,1,5,35,1,0.00124220800000785,1,ie,CR
1,2,2,11,1,0.0011257910000495,0,ie,MI
0,1,6,23,2,0.001267250000069,0,ie,FA
1,1,2,35,1,0.0011524169999575,1,ie,CR
0,1,6,35,2,0.00113458300006641,0,ie,FA
0,2,4,11,1,0.0011344580000241,0,ie,MI
1,2,1,23,1,0.00116637500002525,0,ie,MI
0,1,1,11,1,0.00109154199992645,1,ie,CR
0,2,1,23,2,0.00127220900003522,1,ie,HI
0,1,3,11,1,0.00127904199996465,1,ie,CR
0,1,6,23,2,0.00127650000001722,0,ie,FA
